Component,Selector,Property,Value,File Path
ProgressIndicator,.bridge,display,flex,feedback/ProgressIndicator.svelte
ProgressIndicator,.bridge,justify-content,center,feedback/ProgressIndicator.svelte
ProgressIndicator,.bridge,align-items,center,feedback/ProgressIndicator.svelte
ProgressIndicator,.bridge,flex,0 0 16px,feedback/ProgressIndicator.svelte
ProgressIndicator,.bridge,height,1px,feedback/ProgressIndicator.svelte
ProgressIndicator,.bridge,background-color,rgb(var(--color-bdr-muted)),feedback/ProgressIndicator.svelte
ProgressIndicator,.bridge,transition-property,"flex-basis, background-color",feedback/ProgressIndicator.svelte
ProgressIndicator,.bridge,transition-duration,0.3s,feedback/ProgressIndicator.svelte
ProgressIndicator,.bridge,transition-timing-function,ease,feedback/ProgressIndicator.svelte
ProgressIndicator,.bridge.active,flex,1 0 auto,feedback/ProgressIndicator.svelte
ProgressIndicator,.bridge.active,background-color,rgb(var(--color-bdr-primary)),feedback/ProgressIndicator.svelte
ProgressIndicator,".indicator.animated,
  .bridge.animated",transition-property,all,feedback/ProgressIndicator.svelte
ProgressIndicator,".indicator.animated,
  .bridge.animated",transition-duration,0.3s,feedback/ProgressIndicator.svelte
ProgressIndicator,".indicator.animated,
  .bridge.animated",transition-timing-function,ease,feedback/ProgressIndicator.svelte
ProgressIndicator,".indicator,
    .bridge",transition,none,feedback/ProgressIndicator.svelte
ProgressIndicator,".bracket-left,
  .bracket-right,
  .step-number",font-family,var(--font-family-alt),feedback/ProgressIndicator.svelte
ProgressIndicator,".bracket-left,
  .bracket-right,
  .step-number",-webkit-font-smoothing,antialiased,feedback/ProgressIndicator.svelte
ProgressIndicator,".bracket-left,
  .bracket-right,
  .step-number",-moz-osx-font-smoothing,grayscale,feedback/ProgressIndicator.svelte
ProgressIndicator,".bracket-left,
  .bracket-right,
  .step-number",font-weight,400,feedback/ProgressIndicator.svelte
ProgressIndicator,.step-number,padding,0 0.2rem,feedback/ProgressIndicator.svelte
Callout,.callout-root,display,flex,feedback/Callout.svelte
Callout,.callout-root,flex-direction,row,feedback/Callout.svelte
Callout,.callout-root,justify-content,flex-start,feedback/Callout.svelte
Callout,.callout-root,align-items,center,feedback/Callout.svelte
Callout,.callout-root,gap,var(--spc-75),feedback/Callout.svelte
Callout,.callout-root,padding-top,var(--spc-75),feedback/Callout.svelte
Callout,.callout-root,padding-bottom,var(--spc-75),feedback/Callout.svelte
Callout,.callout-root,padding-left,var(--spc-50),feedback/Callout.svelte
Callout,.callout-text,font-family,var(--font-family-main),feedback/Callout.svelte
Callout,.callout-text,font-size,var(0--fs-tiny-clamped),feedback/Callout.svelte
Callout,.callout-text,font-weight,var(--fw-medium),feedback/Callout.svelte
Callout,.callout-text,color,rgb(var(--color-txt-muted)),feedback/Callout.svelte
Callout,.callout-Indicator,border-radius,var(--bdr-radius-pill),feedback/Callout.svelte
Callout,.callout-Indicator,width,12px,feedback/Callout.svelte
Callout,.callout-Indicator,height,12px,feedback/Callout.svelte
Callout,.callout-Indicator,border,1.5px solid rgb(var(--color-bdr-muted)),feedback/Callout.svelte
Callout,.callout-Indicator,box-shadow,inset 0 0 0 2px white,feedback/Callout.svelte
Callout,.callout-Indicator,background-color,"rgb(143, 239, 0)",feedback/Callout.svelte
ProgressToast,.progress-toast,font-size,var(--fs-200),feedback/ProgressToast.svelte
ProgressToast,.progress-toast,color,rgb(var(--color-txt-primary)),feedback/ProgressToast.svelte
ProgressToast,.progress-toast,padding-left,var(--spc-300),feedback/ProgressToast.svelte
ProgressToast,.progress-toast,padding-right,var(--spc-300),feedback/ProgressToast.svelte
ProgressToast,.progress-toast,height,44px,feedback/ProgressToast.svelte
ProgressToast,.progress-toast,border-radius,var(--bdr-radius-small),feedback/ProgressToast.svelte
ProgressToast,.progress-toast,display,flex,feedback/ProgressToast.svelte
ProgressToast,.progress-toast,flex-direction,row,feedback/ProgressToast.svelte
ProgressToast,.progress-toast,align-items,center,feedback/ProgressToast.svelte
ProgressToast,.progress-toast,justify-content,center,feedback/ProgressToast.svelte
ProgressToast,.progress-toast,gap,var(--spc-200),feedback/ProgressToast.svelte
ProgressToast,.progress-toast,background-color,rgba(var(--bg-inverse) / 0),feedback/ProgressToast.svelte
ProgressToast,.progress-toast,min-width,250px,feedback/ProgressToast.svelte
ProgressToast,.progress-toast,box-shadow,inset 0 0 0 1px rgba(var(--bdr-primary) / 0),feedback/ProgressToast.svelte
ProgressToast,.progress-content,display,flex,feedback/ProgressToast.svelte
ProgressToast,.progress-content,flex-direction,row,feedback/ProgressToast.svelte
ProgressToast,.progress-content,align-items,center,feedback/ProgressToast.svelte
ProgressToast,.progress-content,justify-content,center,feedback/ProgressToast.svelte
ProgressToast,.progress-content,gap,var(--spc-300),feedback/ProgressToast.svelte
ProgressToast,.progress-dots,display,flex,feedback/ProgressToast.svelte
ProgressToast,.progress-dots,flex-direction,row,feedback/ProgressToast.svelte
ProgressToast,.progress-dots,align-items,center,feedback/ProgressToast.svelte
ProgressToast,.progress-dots,gap,var(--spc-100),feedback/ProgressToast.svelte
ProgressToast,.progress-dots,background-color,rgba(var(--bg-positive) / 0.8),feedback/ProgressToast.svelte
ProgressToast,.progress-dots,padding,var(--spc-100),feedback/ProgressToast.svelte
ProgressToast,.progress-dots,border-radius,var(--bdr-radius-pill),feedback/ProgressToast.svelte
ProgressToast,.progress-dot,width,16px,feedback/ProgressToast.svelte
ProgressToast,.progress-dot,height,8px,feedback/ProgressToast.svelte
ProgressToast,.progress-dot,position,relative,feedback/ProgressToast.svelte
ProgressToast,.progress-dot,border-radius,var(--bdr-radius-pill),feedback/ProgressToast.svelte
ProgressToast,.dot-inner,width,100%,feedback/ProgressToast.svelte
ProgressToast,.dot-inner,height,100%,feedback/ProgressToast.svelte
ProgressToast,.dot-inner,border-radius,var(--bdr-radius-pill),feedback/ProgressToast.svelte
ProgressToast,.dot-inner,background-color,rgba(var(--fg-positive) / 0.2),feedback/ProgressToast.svelte
ProgressToast,.dot-inner,border,1px solid rgba(var(--fg-positive) / 0.4),feedback/ProgressToast.svelte
ProgressToast,.dot-inner,transition,all 0.3s ease-in-out,feedback/ProgressToast.svelte
ProgressToast,.dot-inner,transform,scale(1),feedback/ProgressToast.svelte
ProgressToast,.progress-dot.visited .dot-inner,background-color,rgba(var(--fg-positive) / 1),feedback/ProgressToast.svelte
ProgressToast,.progress-dot.visited .dot-inner,border-color,rgba(var(--fg-positive) / 1),feedback/ProgressToast.svelte
ProgressToast,.progress-dot.current .dot-inner,animation,pulse 1.5s ease-in-out infinite,feedback/ProgressToast.svelte
ProgressToast,.progress-dot.visited.animated .dot-inner,animation,fillDot 0.4s ease-out forwards,feedback/ProgressToast.svelte
ProgressToast,0%,transform,scale(1),feedback/ProgressToast.svelte
ProgressToast,0%,opacity,1,feedback/ProgressToast.svelte
ProgressToast,50%,transform,scale(1.1),feedback/ProgressToast.svelte
ProgressToast,50%,opacity,0.8,feedback/ProgressToast.svelte
ProgressToast,100%,transform,scale(1),feedback/ProgressToast.svelte
ProgressToast,100%,opacity,1,feedback/ProgressToast.svelte
Avatar,.avatar,position,relative,primitives/Avatar.svelte
Avatar,.avatar,display,flex,primitives/Avatar.svelte
Avatar,.avatar,align-items,center,primitives/Avatar.svelte
Avatar,.avatar,justify-content,center,primitives/Avatar.svelte
Avatar,.avatar,background-color,rgba(var(--bg-page) / 0),primitives/Avatar.svelte
Avatar,.avatar,border,none,primitives/Avatar.svelte
Avatar,.avatar,border-radius,var(--bdr-radius-small),primitives/Avatar.svelte
Avatar,.avatar,padding,4px,primitives/Avatar.svelte
Avatar,.avatar,box-shadow,inset 0 0 0 1px rgba(var(--fg-text-primary) / 1),primitives/Avatar.svelte
Avatar,.avatar,container-type,inline-size,primitives/Avatar.svelte
Avatar,.avatar,transition,var(--transition-fast),primitives/Avatar.svelte
Avatar,.avatar,isolation,isolate,primitives/Avatar.svelte
Avatar,.avatar-image,display,flex,primitives/Avatar.svelte
Avatar,.avatar-image,width,100%,primitives/Avatar.svelte
Avatar,.avatar-image,height,100%,primitives/Avatar.svelte
Avatar,.avatar-image,background-size,cover,primitives/Avatar.svelte
Avatar,.avatar-image,background-position,top,primitives/Avatar.svelte
Avatar,.avatar-image,background-repeat,no-repeat,primitives/Avatar.svelte
Avatar,.avatar-image,border-radius,var(--bdr-radius-tiny),primitives/Avatar.svelte
Avatar,.avatar-image,transition,var(--transition-fast),primitives/Avatar.svelte
Avatar,.avatar-image,position,relative,primitives/Avatar.svelte
Avatar,.avatar-image,z-index,1,primitives/Avatar.svelte
Avatar,.avatar-image,will-change,"transform, filter",primitives/Avatar.svelte
Avatar,.glitch-active .avatar-image,animation,glitch-pulse 2s ease-in-out infinite,primitives/Avatar.svelte
Avatar,".glitch-red,
  .glitch-green,
  .glitch-blue",position,absolute,primitives/Avatar.svelte
Avatar,".glitch-red,
  .glitch-green,
  .glitch-blue",top,4px,primitives/Avatar.svelte
Avatar,".glitch-red,
  .glitch-green,
  .glitch-blue",left,4px,primitives/Avatar.svelte
Avatar,".glitch-red,
  .glitch-green,
  .glitch-blue",right,4px,primitives/Avatar.svelte
Avatar,".glitch-red,
  .glitch-green,
  .glitch-blue",bottom,4px,primitives/Avatar.svelte
Avatar,".glitch-red,
  .glitch-green,
  .glitch-blue",background-size,cover,primitives/Avatar.svelte
Avatar,".glitch-red,
  .glitch-green,
  .glitch-blue",background-position,top,primitives/Avatar.svelte
Avatar,".glitch-red,
  .glitch-green,
  .glitch-blue",background-repeat,no-repeat,primitives/Avatar.svelte
Avatar,".glitch-red,
  .glitch-green,
  .glitch-blue",border-radius,var(--bdr-radius-tiny),primitives/Avatar.svelte
Avatar,".glitch-red,
  .glitch-green,
  .glitch-blue",pointer-events,none,primitives/Avatar.svelte
Avatar,".glitch-red,
  .glitch-green,
  .glitch-blue",opacity,0,primitives/Avatar.svelte
Avatar,".glitch-red,
  .glitch-green,
  .glitch-blue",will-change,"transform, opacity",primitives/Avatar.svelte
Avatar,".glitch-red,
  .glitch-green,
  .glitch-blue",transform,translateZ(0),primitives/Avatar.svelte
Avatar,".glitch-red,
  .glitch-green,
  .glitch-blue",backface-visibility,hidden,primitives/Avatar.svelte
Avatar,.glitch-red,filter,"sepia(1) saturate(10) hue-rotate(-60deg) brightness(1.2)
      contrast(1.5)",primitives/Avatar.svelte
Avatar,.glitch-red,mix-blend-mode,screen,primitives/Avatar.svelte
Avatar,.glitch-red,z-index,3,primitives/Avatar.svelte
Avatar,.glitch-green,filter,"sepia(1) saturate(10) hue-rotate(60deg) brightness(1.1)
      contrast(1.3)",primitives/Avatar.svelte
Avatar,.glitch-green,mix-blend-mode,screen,primitives/Avatar.svelte
Avatar,.glitch-green,z-index,2,primitives/Avatar.svelte
Avatar,.glitch-blue,filter,"sepia(1) saturate(10) hue-rotate(180deg) brightness(1.3)
      contrast(1.4)",primitives/Avatar.svelte
Avatar,.glitch-blue,mix-blend-mode,screen,primitives/Avatar.svelte
Avatar,.glitch-blue,z-index,4,primitives/Avatar.svelte
Avatar,.glitch-scanlines,position,absolute,primitives/Avatar.svelte
Avatar,.glitch-scanlines,top,0,primitives/Avatar.svelte
Avatar,.glitch-scanlines,left,0,primitives/Avatar.svelte
Avatar,.glitch-scanlines,width,100%,primitives/Avatar.svelte
Avatar,.glitch-scanlines,height,100%,primitives/Avatar.svelte
Avatar,.glitch-scanlines,background,"repeating-linear-gradient(
      0deg,
      transparent,
      transparent 2px,
      rgba(255, 255, 255, 0.05) 2px,
      rgba(255, 255, 255, 0.05) 4px
    )",primitives/Avatar.svelte
Avatar,.glitch-scanlines,border-radius,var(--bdr-radius-small),primitives/Avatar.svelte
Avatar,.glitch-scanlines,pointer-events,none,primitives/Avatar.svelte
Avatar,.glitch-scanlines,opacity,0,primitives/Avatar.svelte
Avatar,.glitch-scanlines,z-index,10,primitives/Avatar.svelte
Avatar,.glitch-scanlines,will-change,opacity,primitives/Avatar.svelte
Avatar,.glitch-scanlines,transform,translateZ(0),primitives/Avatar.svelte
Avatar,".glitch-red,
    .glitch-green,
    .glitch-blue,
    .glitch-scanlines",display,none !important,primitives/Avatar.svelte
Avatar,"0%,
      100%",opacity,1,primitives/Avatar.svelte
Avatar,50%,opacity,0.8,primitives/Avatar.svelte
Avatar,.avatar-xs,width,"clamp(24px, 10vw, 80px)",primitives/Avatar.svelte
Avatar,.avatar-xs,aspect-ratio,4 / 5,primitives/Avatar.svelte
Avatar,.avatar-sm,width,"clamp(40px, 15vw, 120px)",primitives/Avatar.svelte
Avatar,.avatar-sm,aspect-ratio,4 / 5,primitives/Avatar.svelte
Avatar,.avatar-md,width,"clamp(60px, 20vw, 180px)",primitives/Avatar.svelte
Avatar,.avatar-md,aspect-ratio,4 / 5,primitives/Avatar.svelte
Avatar,.avatar-lg,width,"clamp(80px, 25vw, 240px)",primitives/Avatar.svelte
Avatar,.avatar-lg,aspect-ratio,4 / 5,primitives/Avatar.svelte
Avatar,.avatar-button,cursor,pointer,primitives/Avatar.svelte
Avatar,.avatar-button:hover:not(.glitch-active) .avatar-image,transform,scale(0.98),primitives/Avatar.svelte
Avatar,.avatar-button:disabled,opacity,0.5,primitives/Avatar.svelte
Avatar,.avatar-button:disabled,cursor,not-allowed,primitives/Avatar.svelte
Avatar,.avatar-button:disabled:hover .avatar-image,transform,none,primitives/Avatar.svelte
Avatar,.avatar-button:focus-visible,outline,var(--focus-ring-width) solid var(--focus-ring-color),primitives/Avatar.svelte
Avatar,.avatar-button:focus-visible,outline-offset,var(--focus-ring-offset),primitives/Avatar.svelte
Avatar,".glitch-active,
  .glitch-active .avatar-image,
  .glitch-red,
  .glitch-green,
  .glitch-blue,
  .glitch-scanlines",transform,translateZ(0),primitives/Avatar.svelte
Avatar,".glitch-active,
  .glitch-active .avatar-image,
  .glitch-red,
  .glitch-green,
  .glitch-blue,
  .glitch-scanlines",backface-visibility,hidden,primitives/Avatar.svelte
Icon,.icon,display,inline-block,primitives/Icon.svelte
Icon,.icon,vertical-align,middle,primitives/Icon.svelte
Icon,.icon,flex-shrink,0,primitives/Icon.svelte
Icon,.icon-missing,display,inline-flex,primitives/Icon.svelte
Icon,.icon-missing,align-items,center,primitives/Icon.svelte
Icon,.icon-missing,justify-content,center,primitives/Icon.svelte
Icon,.icon-missing,background,#f3f4f6,primitives/Icon.svelte
Icon,.icon-missing,border,1px dashed #d1d5db,primitives/Icon.svelte
Icon,.icon-missing,border-radius,4px,primitives/Icon.svelte
Icon,.icon-missing,color,#6b7280,primitives/Icon.svelte
Icon,.icon-missing,font-size,10px,primitives/Icon.svelte
Icon,.icon-missing,font-weight,bold,primitives/Icon.svelte
Subheader,.subheader,font-family,var(--font-family-main),primitives/Subheader.svelte
Subheader,.subheader,font-size,var(--fs-xlarge-clamped),primitives/Subheader.svelte
Subheader,.subheader,font-weight,var(--fw-semibold),primitives/Subheader.svelte
Subheader,.subheader.primary,color,var(--fg-text-primary),primitives/Subheader.svelte
Subheader,.subheader.inverse,color,var(--fg-text-inverse),primitives/Subheader.svelte
Indicator,.indicator,position,absolute,primitives/Indicator.svelte
Indicator,.indicator,display,inline-block,primitives/Indicator.svelte
Indicator,.indicator,width,16px,primitives/Indicator.svelte
Indicator,.indicator,height,16px,primitives/Indicator.svelte
Indicator,.indicator,border-radius,var(--bdr-radius-pill),primitives/Indicator.svelte
Indicator,.indicator,border,2px solid var(--bg-page),primitives/Indicator.svelte
Indicator,.indicator,background-color,var(--fg-text-danger),primitives/Indicator.svelte
Indicator,.indicator,top,-6px,primitives/Indicator.svelte
Indicator,.indicator,right,-6px,primitives/Indicator.svelte
Indicator,.indicator--pulse,animation,none,primitives/Indicator.svelte
Indicator,"0%,
    100%",transform,scale(1),primitives/Indicator.svelte
Indicator,50%,transform,scale(1.1),primitives/Indicator.svelte
TagList,.tag-list,display,flex,primitives/TagList.svelte
TagList,.tag-list,list-style,none,primitives/TagList.svelte
TagList,.tag-list--horizontal,flex-direction,row,primitives/TagList.svelte
TagList,.tag-list--vertical,flex-direction,column,primitives/TagList.svelte
TagList,.tag-list--align-start,justify-content,flex-start,primitives/TagList.svelte
TagList,.tag-list--align-start,align-items,flex-start,primitives/TagList.svelte
TagList,.tag-list--align-center,justify-content,center,primitives/TagList.svelte
TagList,.tag-list--align-center,align-items,center,primitives/TagList.svelte
TagList,.tag-list--align-end,justify-content,flex-end,primitives/TagList.svelte
TagList,.tag-list--align-end,align-items,flex-end,primitives/TagList.svelte
TagList,.tag-list--gap-xs,gap,var(--space-xs),primitives/TagList.svelte
TagList,.tag-list--gap-sm,gap,var(--space-sm),primitives/TagList.svelte
TagList,.tag-list--gap-md,gap,var(--space-md),primitives/TagList.svelte
TagList,.tag-list--gap-lg,gap,var(--space-lg),primitives/TagList.svelte
TagList,.tag-list--wrap,flex-wrap,wrap,primitives/TagList.svelte
Tag,.tag,display,inline-flex,primitives/Tag.svelte
Tag,.tag,align-items,center,primitives/Tag.svelte
Tag,.tag,justify-content,center,primitives/Tag.svelte
Tag,.tag,padding,var(--space-xs) var(--space-md),primitives/Tag.svelte
Tag,.tag,font-size,var(--fs-350),primitives/Tag.svelte
Tag,.tag,font-weight,var(--fw-semibold),primitives/Tag.svelte
Tag,.tag,border-radius,var(--bdr-radius-pill),primitives/Tag.svelte
Tag,.tag,white-space,nowrap,primitives/Tag.svelte
Tag,.tag--primary,background-color,transparent,primitives/Tag.svelte
Tag,.tag--primary,color,var(--fg-text-primary),primitives/Tag.svelte
Tag,.tag--primary,box-shadow,0 0 0 1px currentColor,primitives/Tag.svelte
Tag,.tag--inverse,background-color,transparent,primitives/Tag.svelte
Tag,.tag--inverse,color,var(--fg-text-inverse),primitives/Tag.svelte
Tag,.tag--inverse,box-shadow,0 0 0 1px currentColor,primitives/Tag.svelte
List,.list,display,flex,primitives/List.svelte
List,.list,flex-direction,column,primitives/List.svelte
List,.list,padding,0,primitives/List.svelte
List,.list,gap,var(--space-sm),primitives/List.svelte
List,.list--plain,list-style,none,primitives/List.svelte
List,.list--bullet,list-style,disc,primitives/List.svelte
List,.list--bullet,padding-left,0.8em,primitives/List.svelte
List,.list--number,list-style,decimal,primitives/List.svelte
List,.list--number,padding-left,1.5em,primitives/List.svelte
List,.list--custom,padding-left,1.5em,primitives/List.svelte
List,.list__item--structured,display,flex,primitives/List.svelte
List,.list__item--structured,align-items,baseline,primitives/List.svelte
List,.list__item--structured,gap,0.25em,primitives/List.svelte
List,.list__item-name,white-space,nowrap,primitives/List.svelte
List,.list__item-name,color,var(--fg-text-primary),primitives/List.svelte
List,.list__item-separator,color,var(--fg-text-primary-80),primitives/List.svelte
List,.list__item-separator,white-space,nowrap,primitives/List.svelte
List,.list__item-role,font-weight,var(--fw-regular),primitives/List.svelte
List,.list__item-role,color,var(--fg-text-primary-80),primitives/List.svelte
List,.list__item-role,white-space,nowrap,primitives/List.svelte
List,.list--normal .list__item:not(.list__item--structured),font-weight,"var(--fw-medium, 500)",primitives/List.svelte
List,.list--strong .list__item:not(.list__item--structured),font-weight,"var(--fw-bold, 700)",primitives/List.svelte
List,.list--strong .list__item,line-height,var(--lh-snug),primitives/List.svelte
List,.list--strong .list__item,max-width,var(--width-prose-sm),primitives/List.svelte
List,.list__item-name--normal,font-weight,"var(--fw-medium, 500)",primitives/List.svelte
List,.list__item-name--strong,font-weight,"var(--fw-bold, 700)",primitives/List.svelte
McpText,.mcp-text,background-color,"rgba(166, 12, 12, 0.8)",primitives/McpText.svelte
McpText,.mcp-text,position,relative,primitives/McpText.svelte
McpText,.mcp-text,width,100%,primitives/McpText.svelte
McpText,.mcp-text,height,100%,primitives/McpText.svelte
McpText,.flex-container,display,flex,primitives/McpText.svelte
McpText,.flex-container,flex-direction,row,primitives/McpText.svelte
McpText,.flex-container,align-items,center,primitives/McpText.svelte
McpText,.flex-container,justify-content,center,primitives/McpText.svelte
McpText,.flex-container,position,relative,primitives/McpText.svelte
McpText,.flex-container,width,100%,primitives/McpText.svelte
McpText,.flex-container,height,100%,primitives/McpText.svelte
McpText,.content-box,padding-inline,12.188rem,primitives/McpText.svelte
McpText,.content-box,padding-block,4.813rem,primitives/McpText.svelte
McpText,.text-content,font-family,"'Geist Mono', monospace",primitives/McpText.svelte
McpText,.text-content,font-weight,500,primitives/McpText.svelte
McpText,.text-content,line-height,normal,primitives/McpText.svelte
McpText,.text-content,font-style,normal,primitives/McpText.svelte
McpText,.text-content,position,relative,primitives/McpText.svelte
McpText,.text-content,flex-shrink,0,primitives/McpText.svelte
McpText,.text-content,color,#ffffff,primitives/McpText.svelte
McpText,.text-content,font-size,1rem,primitives/McpText.svelte
McpText,.text-content,text-align,left,primitives/McpText.svelte
McpText,.text-content,white-space,pre,primitives/McpText.svelte
Weather,.location-info-root,display,flex,snoop/Weather.svelte
Weather,.location-info-root,flex-direction,column,snoop/Weather.svelte
Weather,.location-info-root,justify-content,center,snoop/Weather.svelte
Weather,.location-info-root,align-items,flex-start,snoop/Weather.svelte
Weather,.location-info-root,font-family,var(--font-family-main),snoop/Weather.svelte
Weather,.location-info-root,border-radius,var(--bdr-radius-small),snoop/Weather.svelte
Weather,.location-info-root,width,100%,snoop/Weather.svelte
Weather,.location-info-root,overflow,hidden,snoop/Weather.svelte
Weather,.location-info-root,height,72px,snoop/Weather.svelte
Weather,.location-info-root,background-color,var(--bg-page),snoop/Weather.svelte
Weather,.location-info-root,box-shadow,inset 0 0 0 1px var(--fg-text-primary),snoop/Weather.svelte
Weather,.weather-state-container,display,flex,snoop/Weather.svelte
Weather,.weather-state-container,flex-direction,row,snoop/Weather.svelte
Weather,.weather-state-container,align-items,center,snoop/Weather.svelte
Weather,.weather-state-container,justify-content,flex-start,snoop/Weather.svelte
Weather,.weather-state-container,min-height,64px,snoop/Weather.svelte
Weather,.weather-state-container,padding,16px,snoop/Weather.svelte
Weather,.weather-state-container,width,100%,snoop/Weather.svelte
Weather,.weather-state-container,gap,12px,snoop/Weather.svelte
Weather,.weather-state-container,transition,all 0.2s ease-in-out,snoop/Weather.svelte
Weather,.weather-icon-slot,display,flex,snoop/Weather.svelte
Weather,.weather-icon-slot,align-items,center,snoop/Weather.svelte
Weather,.weather-icon-slot,justify-content,center,snoop/Weather.svelte
Weather,.weather-icon-slot,flex-shrink,0,snoop/Weather.svelte
Weather,.weather-content,display,flex,snoop/Weather.svelte
Weather,.weather-content,flex-direction,column,snoop/Weather.svelte
Weather,.weather-content,justify-content,center,snoop/Weather.svelte
Weather,.weather-content,align-items,flex-start,snoop/Weather.svelte
Weather,.weather-content,flex-grow,1,snoop/Weather.svelte
Weather,.weather-content,gap,2px,snoop/Weather.svelte
Weather,.weather-action-slot,display,flex,snoop/Weather.svelte
Weather,.weather-action-slot,align-items,center,snoop/Weather.svelte
Weather,.weather-action-slot,flex-shrink,0,snoop/Weather.svelte
Weather,.weather-text-primary,font-size,var(--fs-275),snoop/Weather.svelte
Weather,.weather-text-primary,font-weight,var(--fw-semibold),snoop/Weather.svelte
Weather,.weather-text-primary,color,var(--fg-text-primary),snoop/Weather.svelte
Weather,.weather-text-primary,font-family,var(--font-family-main),snoop/Weather.svelte
Weather,.weather-text-secondary,font-size,var(--fs-200),snoop/Weather.svelte
Weather,.weather-text-secondary,color,var(--fg-text-secondary),snoop/Weather.svelte
Weather,.weather-text-secondary,font-family,var(--font-family-main),snoop/Weather.svelte
Weather,.weather-text-secondary,margin,0,snoop/Weather.svelte
Weather,.weather-text-secondary,line-height,1.3,snoop/Weather.svelte
Weather,.loading-state,background-color,var(--bg-page),snoop/Weather.svelte
Weather,.loading-text,color,var(--fg-text-secondary),snoop/Weather.svelte
Weather,.loading-text,font-family,var(--font-family-alt),snoop/Weather.svelte
Weather,.loading-state .weather-icon-slot :global(svg),animation,pulse 2s ease-in-out infinite,snoop/Weather.svelte
Weather,0%,opacity,0.6,snoop/Weather.svelte
